name,url,last_day,last_month,last_week,updated_at
opentelemetry-instrumentation-sqlalchemy,https://pypi.org/simple/opentelemetry-instrumentation-sqlalchemy/,486281,9709987,2615636,1769705245.3828866
pytest-json-ctrf,https://pypi.org/simple/pytest-json-ctrf/,231765,9695620,2418488,1769722312.7776182
qrcode,https://pypi.org/simple/qrcode/,448065,9685418,2518112,1769725387.341932
microsoft-kiota-serialization-text,https://pypi.org/simple/microsoft-kiota-serialization-text/,302342,9666606,1772045,1769689773.8694196
pytorch-lightning,https://pypi.org/simple/pytorch-lightning/,338521,9653630,2169614,1769724076.2961073
flask-babel,https://pypi.org/simple/flask-babel/,362094,9642842,1994806,1769644477.016425
wirerope,https://pypi.org/simple/wirerope/,274761,9640696,1681138,1769759445.9324749
fabric,https://pypi.org/simple/fabric/,401399,9616636,2487691,1769641721.2241514
numexpr,https://pypi.org/simple/numexpr/,425160,9594101,2489647,1769698633.1995397
microsoft-kiota-serialization-json,https://pypi.org/simple/microsoft-kiota-serialization-json/,297926,9586838,1749052,1769689773.488158
chromadb,https://pypi.org/simple/chromadb/,451732,9585755,2549416,1769621014.780113
biopython,https://pypi.org/simple/biopython/,321173,9579816,3649057,1769615173.895749
azure-core-tracing-opentelemetry,https://pypi.org/simple/azure-core-tracing-opentelemetry/,432248,9555022,2687387,1769612929.1484847
microsoft-kiota-http,https://pypi.org/simple/microsoft-kiota-http/,297454,9523117,1714679,1769689773.197065
readchar,https://pypi.org/simple/readchar/,311359,9521839,2495360,1769727543.3091152
jsonlines,https://pypi.org/simple/jsonlines/,462427,9508757,2620699,1769659342.6397688
feedparser,https://pypi.org/simple/feedparser/,449477,9458304,2660091,1769643124.4958832
html2text,https://pypi.org/simple/html2text/,513848,9456981,2666544,1769653879.380675
restructuredtext-lint,https://pypi.org/simple/restructuredtext-lint/,141543,9455155,841436,1769729255.854093
applicationinsights,https://pypi.org/simple/applicationinsights/,390001,9450928,2370587,1769609615.27717
sphinxcontrib-jquery,https://pypi.org/simple/sphinxcontrib-jquery/,337160,9431704,1917396,1769740817.5897653
pandera,https://pypi.org/simple/pandera/,585531,9392981,2490663,1769707322.6536245
methodtools,https://pypi.org/simple/methodtools/,261053,9382556,1671839,1769689310.1340728
inputimeout,https://pypi.org/simple/inputimeout/,125479,9357948,730369,1769656478.7213757
azure-eventhub,https://pypi.org/simple/azure-eventhub/,451604,9328154,2319144,1769612944.9679503
peft,https://pypi.org/simple/peft/,316308,9323625,2362133,1769708745.4922307
ansible,https://pypi.org/simple/ansible/,414909,9305689,2412006,1769608737.9921396
diffusers,https://pypi.org/simple/diffusers/,318945,9224622,3075732,1769630900.398004
pyreadline3,https://pypi.org/simple/pyreadline3/,251257,9220327,1910325,1769721173.038339
azure-synapse-spark,https://pypi.org/simple/azure-synapse-spark/,276653,9208022,1685948,1769613051.623113
h3,https://pypi.org/simple/h3/,465609,9182138,2459605,1769651521.0803657
pinecone-plugin-assistant,https://pypi.org/simple/pinecone-plugin-assistant/,208849,9128560,1257527,1769709990.9416413
pytest-django,https://pypi.org/simple/pytest-django/,463254,9117431,2450327,1769722225.7960095
optuna,https://pypi.org/simple/optuna/,422015,9107881,2415908,1769705607.5343301
opentelemetry-resource-detector-azure,https://pypi.org/simple/opentelemetry-resource-detector-azure/,391310,9092495,2530693,1769705253.8689814
std-uritemplate,https://pypi.org/simple/std-uritemplate/,280760,9087015,1590519,1769742685.002133
ipaddress,https://pypi.org/simple/ipaddress/,249001,9080995,1429736,1769657174.4019785
azure-mgmt-keyvault,https://pypi.org/simple/azure-mgmt-keyvault/,377496,9078767,2300715,1769612983.456961
paginate,https://pypi.org/simple/paginate/,452253,9078737,2654665,1769707059.5333228
boolean.py,https://pypi.org/simple/boolean-py/,431709,9050301,2334903,1769616212.333537
msgraph-core,https://pypi.org/simple/msgraph-core/,281558,9037755,1612067,1769692917.4538355
meson-python,https://pypi.org/simple/meson-python/,405750,8995409,2410309,1769689010.147398
pypandoc-binary,https://pypi.org/simple/pypandoc-binary/,396499,8987596,2381543,1769720438.367304
opencensus-ext-azure,https://pypi.org/simple/opencensus-ext-azure/,362782,8973254,2173738,1769704730.2125933
license-expression,https://pypi.org/simple/license-expression/,394514,8972876,2328558,1769683196.842968
types-docutils,https://pypi.org/simple/types-docutils/,298211,8969332,1696513,1769753348.9595966
hatch-vcs,https://pypi.org/simple/hatch-vcs/,426201,8949768,2276213,1769652062.9683096
microsoft-kiota-abstractions,https://pypi.org/simple/microsoft-kiota-abstractions/,277074,8931927,1581860,1769689772.3385847
pycrypto,https://pypi.org/simple/pycrypto/,291068,8923908,2080173,1769769582.8719387
azure-mgmt-authorization,https://pypi.org/simple/azure-mgmt-authorization/,370595,8908718,2242679,1769612958.0246823
cloudevents,https://pypi.org/simple/cloudevents/,570373,8879502,3037441,1769622237.549036
distributed,https://pypi.org/simple/distributed/,541146,8878242,3986150,1769631476.1857553
shortuuid,https://pypi.org/simple/shortuuid/,385903,8863439,2206931,1769736456.190292
blobfile,https://pypi.org/simple/blobfile/,562183,8854779,3164928,1769615681.791575
geventhttpclient,https://pypi.org/simple/geventhttpclient/,422189,8849631,2574880,1769648430.9825764
firebase-admin,https://pypi.org/simple/firebase-admin/,453230,8843882,2384842,1769644008.230538
airbyte-api,https://pypi.org/simple/airbyte-api/,83793,8840955,628824,1769606812.9100049
apache-airflow-providers-smtp,https://pypi.org/simple/apache-airflow-providers-smtp/,357912,8839110,2164476,1769609171.1964
supabase-auth,https://pypi.org/simple/supabase-auth/,304798,8825944,2442734,1769744260.493224
ffmpeg-python,https://pypi.org/simple/ffmpeg-python/,340051,8810713,2391596,1769643320.199061
opentelemetry-instrumentation-redis,https://pypi.org/simple/opentelemetry-instrumentation-redis/,482587,8808229,2465739,1769705244.3780372
smbprotocol,https://pypi.org/simple/smbprotocol/,265459,8804508,1676961,1769738808.2203212
torchmetrics,https://pypi.org/simple/torchmetrics/,348248,8782725,2117663,1769750699.4397228
azure-keyvault,https://pypi.org/simple/azure-keyvault/,379722,8744890,2110881,1769612954.042299
supabase-functions,https://pypi.org/simple/supabase-functions/,300307,8725455,2416503,1769744260.6224825
pydantic-ai-slim,https://pypi.org/simple/pydantic-ai-slim/,463094,8710256,2758119,1769717470.1556478
rdflib,https://pypi.org/simple/rdflib/,365362,8693182,2000198,1769727363.4550939
pymsteams,https://pypi.org/simple/pymsteams/,317419,8690715,2076701,1769719938.8754432
azure-mgmt-redis,https://pypi.org/simple/azure-mgmt-redis/,411051,8687838,2250974,1769613013.0900853
async_generator,https://pypi.org/simple/async-generator/,668354,8679034,5428613,1769611055.1443727
django-filter,https://pypi.org/simple/django-filter/,455783,8677300,2354364,1769632860.5918903
checkdigit,https://pypi.org/simple/checkdigit/,164580,8653930,1319064,1769620657.1598723
asyncio,https://pypi.org/simple/asyncio/,399056,8649450,2210717,1769611100.3390028
pyelftools,https://pypi.org/simple/pyelftools/,346876,8573188,2288442,1769717985.7338245
bashlex,https://pypi.org/simple/bashlex/,211544,8553904,1588015,1769613761.7884195
datamodel-code-generator,https://pypi.org/simple/datamodel-code-generator/,431773,8549242,2056503,1769628545.422082
pdf2image,https://pypi.org/simple/pdf2image/,457472,8547616,2531357,1769708393.1334233
databricks-connect,https://pypi.org/simple/databricks-connect/,395847,8538835,2216314,1769628200.016835
namex,https://pypi.org/simple/namex/,259076,8508227,2049353,1769694667.7664902
blessed,https://pypi.org/simple/blessed/,549721,8493855,2476546,1769615619.7991776
huey,https://pypi.org/simple/huey/,366580,8481627,2091496,1769654165.057731
flower,https://pypi.org/simple/flower/,310912,8477981,1653110,1769645044.6381855
faiss-cpu,https://pypi.org/simple/faiss-cpu/,361347,8473139,2152909,1769641952.6803007
synchronicity,https://pypi.org/simple/synchronicity/,252751,8467323,1696133,1769745093.4951644
pyproject-metadata,https://pypi.org/simple/pyproject-metadata/,376399,8452063,2228641,1769720831.2272093
sqlmodel,https://pypi.org/simple/sqlmodel/,395945,8451685,2248942,1769741659.8625221
marshmallow-sqlalchemy,https://pypi.org/simple/marshmallow-sqlalchemy/,261503,8414759,1473200,1769686995.8829236
apache-airflow-providers-amazon,https://pypi.org/simple/apache-airflow-providers-amazon/,408112,8412060,2599675,1769609163.3816798
python-bidi,https://pypi.org/simple/python-bidi/,228574,8407787,1313877,1769722729.8045433
contextlib2,https://pypi.org/simple/contextlib2/,440766,8395828,2305780,1769624667.576985
awscrt,https://pypi.org/simple/awscrt/,358686,8380951,2120433,1769612649.1739404
types-croniter,https://pypi.org/simple/types-croniter/,269977,8372847,1575346,1769753342.862966
langchain-google-community,https://pypi.org/simple/langchain-google-community/,226473,8361976,1666415,1769681609.5611036
user-agents,https://pypi.org/simple/user-agents/,360221,8316617,2148912,1769770778.9843674
mypy-boto3-sqs,https://pypi.org/simple/mypy-boto3-sqs/,475336,8282082,2500698,1769694290.1090605
cmdstanpy,https://pypi.org/simple/cmdstanpy/,351619,8248203,2127624,1769622571.8106678
ibmcloudant,https://pypi.org/simple/ibmcloudant/,46289,8235201,395205,1769654816.143505
pure-sasl,https://pypi.org/simple/pure-sasl/,233271,8226593,1541886,1769714287.930394
modal,https://pypi.org/simple/modal/,320232,8224488,1643123,1769691368.2963898
python-hcl2,https://pypi.org/simple/python-hcl2/,583299,8218697,2491397,1769723038.3831053
aiolimiter,https://pypi.org/simple/aiolimiter/,325957,8216473,2101750,1769606581.9376051
pydantic-graph,https://pypi.org/simple/pydantic-graph/,420726,8209121,2493171,1769769583.7646317
langchain-anthropic,https://pypi.org/simple/langchain-anthropic/,415099,8196974,2267544,1769681584.767127
pprintpp,https://pypi.org/simple/pprintpp/,270031,8196816,1493253,1769769411.1223958
backports.zoneinfo,https://pypi.org/simple/backports-zoneinfo/,357221,8193293,2057723,1769613267.1378217
apache-airflow-providers-slack,https://pypi.org/simple/apache-airflow-providers-slack/,322861,8187216,2028700,1769609170.862029
pygtrie,https://pypi.org/simple/pygtrie/,449136,8181335,2369486,1769718850.7276392
python-on-whales,https://pypi.org/simple/python-on-whales/,270338,8179505,1385038,1769723276.2014782
c7n,https://pypi.org/simple/c7n/,269369,8179096,1886994,1769618193.755403
azure-monitor-query,https://pypi.org/simple/azure-monitor-query/,335571,8170946,2036695,1769613017.991681
crc32c,https://pypi.org/simple/crc32c/,688362,8167242,4080268,1769625656.700508
fastar,https://pypi.org/simple/fastar/,405106,8166014,2371665,1769642538.2293055
dbt-snowflake,https://pypi.org/simple/dbt-snowflake/,357263,8154613,1946909,1769629186.4485476
dask-expr,https://pypi.org/simple/dask-expr/,376503,8131848,2892808,1769627979.9289582
avro-python3,https://pypi.org/simple/avro-python3/,262700,8125949,1747851,1769612283.6238325
pytest-repeat,https://pypi.org/simple/pytest-repeat/,362976,8089329,2135100,1769722417.9430294
azure-cli-core,https://pypi.org/simple/azure-cli-core/,439021,8082957,2389978,1769612894.476365
azure-appconfiguration,https://pypi.org/simple/azure-appconfiguration/,325357,8075560,1982120,1769612892.4045632
unstructured-client,https://pypi.org/simple/unstructured-client/,366485,8067059,2083350,1769754500.8505433
protobuf3-to-dict,https://pypi.org/simple/protobuf3-to-dict/,247337,8058423,1835953,1769713487.3912318
google-re2,https://pypi.org/simple/google-re2/,383903,8017423,1940789,1769649856.7869642
nose,https://pypi.org/simple/nose/,359657,8003630,1949445,1769697878.5051217
prison,https://pypi.org/simple/prison/,261298,7994284,1455398,1769712849.1477563
google-cloud-datastore,https://pypi.org/simple/google-cloud-datastore/,297454,7988768,1669319,1769679581.2254684
opencv-contrib-python,https://pypi.org/simple/opencv-contrib-python/,211332,7984845,1778310,1769704769.359898
stringcase,https://pypi.org/simple/stringcase/,365953,7976906,2292306,1769743638.5370443
apache-airflow-providers-sqlite,https://pypi.org/simple/apache-airflow-providers-sqlite/,354708,7970122,2023881,1769609171.280568
dunamai,https://pypi.org/simple/dunamai/,322791,7962343,1847765,1769637259.804152
pydash,https://pypi.org/simple/pydash/,369063,7936910,2145702,1769717547.151296
django-extensions,https://pypi.org/simple/django-extensions/,427755,7932899,2218595,1769632793.6655266
iso8601,https://pypi.org/simple/iso8601/,400471,7887063,2157864,1769657660.9371336
python-chess,https://pypi.org/simple/python-chess/,275125,7854578,2509941,1769722792.604862
ipython_genutils,https://pypi.org/simple/ipython-genutils/,288798,7842508,2034761,1769657360.2839327
azure-mgmt-monitor,https://pypi.org/simple/azure-mgmt-monitor/,320371,7835861,1930220,1769613008.2919836
pydyf,https://pypi.org/simple/pydyf/,420195,7803525,2269398,1769717910.1668937
patchelf,https://pypi.org/simple/patchelf/,355789,7802678,2123761,1769707982.90209
lightning-utilities,https://pypi.org/simple/lightning-utilities/,323652,7791336,1920417,1769683328.3167872
python-jenkins,https://pypi.org/simple/python-jenkins/,361847,7760746,1742522,1769723093.1846035
pipx,https://pypi.org/simple/pipx/,238637,7746609,1464184,1769710317.7436368
tree-sitter-c-sharp,https://pypi.org/simple/tree-sitter-c-sharp/,445843,7742052,1805910,1769751542.6429858
sagemaker-core,https://pypi.org/simple/sagemaker-core/,325135,7741528,2035057,1769732198.822203
packageurl-python,https://pypi.org/simple/packageurl-python/,332345,7738855,1987118,1769706877.2279885
openlineage-integration-common,https://pypi.org/simple/openlineage-integration-common/,207214,7721253,1306109,1769704994.1730618
autopep8,https://pypi.org/simple/autopep8/,355957,7719833,1906776,1769612093.1351752
apache-airflow-providers-common-io,https://pypi.org/simple/apache-airflow-providers-common-io/,291495,7695915,1775665,1769609164.9863725
ddsketch,https://pypi.org/simple/ddsketch/,547406,7688572,2362177,1769629397.663213
types-mock,https://pypi.org/simple/types-mock/,380633,7688472,2105921,1769753366.4114606
junit-xml,https://pypi.org/simple/junit-xml/,386388,7682356,2074225,1769659538.0673685
docx2txt,https://pypi.org/simple/docx2txt/,324836,7678372,2950250,1769635887.932318
prophet,https://pypi.org/simple/prophet/,323108,7655674,1981100,1769713398.1211371
mkdocstrings-python,https://pypi.org/simple/mkdocstrings-python/,341885,7654752,2115981,1769690695.8370643
alibabacloud-tea-openapi,https://pypi.org/simple/alibabacloud-tea-openapi/,139480,7648862,911581,1769607636.6608632
truststore,https://pypi.org/simple/truststore/,363479,7648755,2189061,1769751922.8801832
backrefs,https://pypi.org/simple/backrefs/,421136,7637530,2256390,1769613267.7058978
xmlsec,https://pypi.org/simple/xmlsec/,315141,7623901,1617126,1769761464.3368719
yapf,https://pypi.org/simple/yapf/,353489,7623604,2068454,1769762242.8128934
enum34,https://pypi.org/simple/enum34/,305031,7609860,1862353,1769639660.0594318
mypy-boto3-dynamodb,https://pypi.org/simple/mypy-boto3-dynamodb/,441209,7604659,2345856,1769694235.1016676
crcmod,https://pypi.org/simple/crcmod/,295268,7590274,1729490,1769625659.699818
cyclonedx-python-lib,https://pypi.org/simple/cyclonedx-python-lib/,368616,7580187,2009951,1769627266.190483
clickclick,https://pypi.org/simple/clickclick/,325696,7563870,1538436,1769621915.8535357
schedule,https://pypi.org/simple/schedule/,300620,7558177,1872393,1769733380.9702222
elasticsearch-dsl,https://pypi.org/simple/elasticsearch-dsl/,286720,7548056,1868673,1769638858.853584
google-cloud-storage-control,https://pypi.org/simple/google-cloud-storage-control/,246250,7508165,1632612,1769649813.5045178
oldest-supported-numpy,https://pypi.org/simple/oldest-supported-numpy/,225148,7499830,1389246,1769703818.095538
thriftpy2,https://pypi.org/simple/thriftpy2/,128370,7497720,1129549,1769748885.4300344
azure-mgmt-web,https://pypi.org/simple/azure-mgmt-web/,302188,7491460,1858616,1769613016.85801
opsgenie-sdk,https://pypi.org/simple/opsgenie-sdk/,204209,7470986,1329960,1769705474.563014
requirements-parser,https://pypi.org/simple/requirements-parser/,361227,7462233,1989221,1769772085.0321307
teradatasql,https://pypi.org/simple/teradatasql/,213293,7446430,1346014,1769747236.4766333
openlineage-sql,https://pypi.org/simple/openlineage-sql/,197200,7442029,1229626,1769704994.2289307
apache-airflow-providers-imap,https://pypi.org/simple/apache-airflow-providers-imap/,363719,7423491,2010117,1769609167.0075846
apache-airflow-microsoft-fabric-plugin,https://pypi.org/simple/apache-airflow-microsoft-fabric-plugin/,220081,7417711,1691689,1769609162.505735
sphinx_design,https://pypi.org/simple/sphinx-design/,194061,7417153,1109199,1769740769.5076091
ansible-lint,https://pypi.org/simple/ansible-lint/,292790,7410946,1823816,1769608769.8726652
aniso8601,https://pypi.org/simple/aniso8601/,360840,7408167,1928941,1769608605.1299007
langchain-aws,https://pypi.org/simple/langchain-aws/,356309,7406954,2009453,1769681590.3798757
openai-agents,https://pypi.org/simple/openai-agents/,402615,7392109,2189312,1769704604.7609143
slackclient,https://pypi.org/simple/slackclient/,334741,7390765,1865149,1769738282.1598997
pep517,https://pypi.org/simple/pep517/,377238,7385272,2033219,1769708874.9493847
bottle,https://pypi.org/simple/bottle/,421230,7367247,2217321,1769616672.2222445
prefect,https://pypi.org/simple/prefect/,306790,7316527,1942958,1769712469.937614
langchain-classic,https://pypi.org/simple/langchain-classic/,344050,7315370,1974219,1769681599.8222392
azure-mgmt-rdbms,https://pypi.org/simple/azure-mgmt-rdbms/,293893,7273623,1796464,1769613012.5732296
pydantic-ai,https://pypi.org/simple/pydantic-ai/,375786,7271768,2300323,1769717464.509541
azure-mgmt-sql,https://pypi.org/simple/azure-mgmt-sql/,293907,7265665,1776855,1769613015.7857466
fastcore,https://pypi.org/simple/fastcore/,278418,7256584,1603474,1769642550.4008756
azure-mgmt-cognitiveservices,https://pypi.org/simple/azure-mgmt-cognitiveservices/,294659,7250853,1787397,1769612959.8299923
knack,https://pypi.org/simple/knack/,312360,7246650,1864880,1769680630.310175
trio-typing,https://pypi.org/simple/trio-typing/,843499,7246099,4598480,1769751750.2565453
soxr,https://pypi.org/simple/soxr/,298609,7234285,1929222,1769739985.5440547
curlify,https://pypi.org/simple/curlify/,223874,7212918,1276803,1769626805.3666544
mistralai,https://pypi.org/simple/mistralai/,411295,7163247,2112108,1769690423.2819443
azure-cli,https://pypi.org/simple/azure-cli/,250727,7160929,1536471,1769612893.4913146
azure-mgmt-loganalytics,https://pypi.org/simple/azure-mgmt-loganalytics/,288851,7160570,1763236,1769612998.478557
py-serializable,https://pypi.org/simple/py-serializable/,299773,7146414,1825580,1769715298.1007602
azure-mgmt-servicebus,https://pypi.org/simple/azure-mgmt-servicebus/,283620,7141334,1761771,1769613015.4657073
dbt-databricks,https://pypi.org/simple/dbt-databricks/,304253,7121473,1815811,1769629144.2763066
groq,https://pypi.org/simple/groq/,316180,7116485,1884042,1769650916.4094677
lxml-html-clean,https://pypi.org/simple/lxml-html-clean/,325814,7112968,2036078,1769768512.4173489
minio,https://pypi.org/simple/minio/,274549,7111185,1750877,1769690191.4316158
azure-mgmt-trafficmanager,https://pypi.org/simple/azure-mgmt-trafficmanager/,285718,7107794,1726955,1769613016.639407
roman-numerals,https://pypi.org/simple/roman-numerals/,284378,7104624,1673648,1769730682.2798686
dotenv,https://pypi.org/simple/dotenv/,305541,7096573,1694500,1769636193.2185757
opentelemetry-instrumentation-grpc,https://pypi.org/simple/opentelemetry-instrumentation-grpc/,404240,7085889,2009216,1769705241.7827342
a2wsgi,https://pypi.org/simple/a2wsgi/,165712,7078420,965907,1769604256.5591388
pymilvus,https://pypi.org/simple/pymilvus/,390440,7071142,2156513,1769719806.4587104
binaryornot,https://pypi.org/simple/binaryornot/,346185,7069680,1855175,1769614975.673186
instructor,https://pypi.org/simple/instructor/,337472,7054073,2174506,1769656620.34631
azure-mgmt-eventhub,https://pypi.org/simple/azure-mgmt-eventhub/,285053,7048299,1727000,1769612967.3748777
boto,https://pypi.org/simple/boto/,319293,7048113,1783604,1769616362.0219648
pipdeptree,https://pypi.org/simple/pipdeptree/,251553,7034297,1454571,1769710146.7346208
fs,https://pypi.org/simple/fs/,297344,7025120,1847800,1769646265.6590338
azure-mgmt-cdn,https://pypi.org/simple/azure-mgmt-cdn/,281518,7019753,1698400,1769612959.389213
neo4j,https://pypi.org/simple/neo4j/,220470,7015834,1404314,1769695544.4382613
mypy-boto3-lambda,https://pypi.org/simple/mypy-boto3-lambda/,396213,7004853,2108989,1769694245.9952579
azure-mgmt-managementgroups,https://pypi.org/simple/azure-mgmt-managementgroups/,286661,7000391,1714289,1769613005.5473113
pillow-avif-plugin,https://pypi.org/simple/pillow-avif-plugin/,362395,6989577,2513729,1769709945.3276277
azure-mgmt-batch,https://pypi.org/simple/azure-mgmt-batch/,276067,6967939,1676118,1769612958.925459
motor,https://pypi.org/simple/motor/,261783,6966459,1693232,1769692272.7316704
rdkit,https://pypi.org/simple/rdkit/,290310,6955613,2495677,1769727399.3746264
azure-mgmt-eventgrid,https://pypi.org/simple/azure-mgmt-eventgrid/,277075,6954007,1676057,1769676024.584549
logfire,https://pypi.org/simple/logfire/,216448,6952905,1731945,1769684913.14573
azure-mgmt-recoveryservices,https://pypi.org/simple/azure-mgmt-recoveryservices/,279018,6946381,1695738,1769613012.6069636
backports.strenum,https://pypi.org/simple/backports-strenum/,162694,6933177,1131987,1769613266.678571
azure-mgmt-recoveryservicesbackup,https://pypi.org/simple/azure-mgmt-recoveryservicesbackup/,278027,6925259,1690208,1769613012.6094606
azure-mgmt-applicationinsights,https://pypi.org/simple/azure-mgmt-applicationinsights/,286359,6919028,1723152,1769612957.5607483
pytest-json-report,https://pypi.org/simple/pytest-json-report/,294976,6906780,1839027,1769722322.7548647
azure-mgmt-search,https://pypi.org/simple/azure-mgmt-search/,276103,6899039,1674976,1769613014.8805904
altgraph,https://pypi.org/simple/altgraph/,350362,6882657,1705215,1769608066.2032473
grpcio-reflection,https://pypi.org/simple/grpcio-reflection/,337472,6880111,1987086,1769650989.2069504
sqlfluff,https://pypi.org/simple/sqlfluff/,333953,6876743,1852604,1769741576.1452053
whitenoise,https://pypi.org/simple/whitenoise/,320809,6874967,1799482,1769758941.1119976
azure-mgmt-iothub,https://pypi.org/simple/azure-mgmt-iothub/,274762,6869098,1675544,1769612974.923829
dictdiffer,https://pypi.org/simple/dictdiffer/,454869,6861662,2017511,1769630810.3287106
tree-sitter-yaml,https://pypi.org/simple/tree-sitter-yaml/,475833,6861472,1928204,1769751558.2259514
arro3-core,https://pypi.org/simple/arro3-core/,199147,6860765,1193196,1769610315.1415007
toposort,https://pypi.org/simple/toposort/,385464,6852268,1808008,1769750385.0155954
azure-mgmt-marketplaceordering,https://pypi.org/simple/azure-mgmt-marketplaceordering/,266026,6850121,1648988,1769676024.7519832
apache-airflow-providers-ftp,https://pypi.org/simple/apache-airflow-providers-ftp/,339600,6844659,1849610,1769609166.3452022
python-snappy,https://pypi.org/simple/python-snappy/,303663,6842177,1743241,1769723529.0187662
ultralytics,https://pypi.org/simple/ultralytics/,280260,6841734,1684233,1769753916.3444002
opentelemetry-instrumentation-aiohttp-client,https://pypi.org/simple/opentelemetry-instrumentation-aiohttp-client/,412239,6837663,2127718,1769705238.1812286
librosa,https://pypi.org/simple/librosa/,321736,6823608,2010811,1769683118.2945025
langchain-google-genai,https://pypi.org/simple/langchain-google-genai/,329816,6823585,1851386,1769681610.0583594
azure-mgmt-advisor,https://pypi.org/simple/azure-mgmt-advisor/,272016,6823191,1653902,1769612956.623768
etils,https://pypi.org/simple/etils/,228251,6806812,1519831,1769640424.5572834
gradio-client,https://pypi.org/simple/gradio-client/,285270,6773930,1821354,1769650322.939278
azure-mgmt-nspkg,https://pypi.org/simple/azure-mgmt-nspkg/,160586,6750161,985671,1769613010.0227642
stanio,https://pypi.org/simple/stanio/,287253,6742395,1740314,1769742350.7178571
publicsuffix2,https://pypi.org/simple/publicsuffix2/,286070,6709152,1821172,1769714030.2075665
pyshp,https://pypi.org/simple/pyshp/,290819,6706766,2470659,1769721632.9332392
ibm-cloud-sdk-core,https://pypi.org/simple/ibm-cloud-sdk-core/,126482,6689190,757590,1769654810.5649054
tree-sitter-javascript,https://pypi.org/simple/tree-sitter-javascript/,212562,6685000,1154773,1769751549.3782609
azure-mgmt-billing,https://pypi.org/simple/azure-mgmt-billing/,266892,6679665,1620016,1769612958.9533737
codeowners,https://pypi.org/simple/codeowners/,384803,6657644,1860138,1769623028.6669796
azure-mgmt-policyinsights,https://pypi.org/simple/azure-mgmt-policyinsights/,267691,6644781,1623919,1769613011.1162288
azure-mgmt-batchai,https://pypi.org/simple/azure-mgmt-batchai/,265384,6643091,1611507,1769612958.9264033
azure-mgmt-servicefabric,https://pypi.org/simple/azure-mgmt-servicefabric/,263923,6638587,1612912,1769613015.4969234
azure-mgmt-iothubprovisioningservices,https://pypi.org/simple/azure-mgmt-iothubprovisioningservices/,255476,6634886,1598491,1769676024.6872776
pip-requirements-parser,https://pypi.org/simple/pip-requirements-parser/,289480,6633266,1788632,1769710109.4198742
unicodecsv,https://pypi.org/simple/unicodecsv/,249497,6631576,1572633,1769754144.066306
django-redis,https://pypi.org/simple/django-redis/,356706,6628622,1792682,1769634035.0109365
pyclipper,https://pypi.org/simple/pyclipper/,194669,6624602,1554021,1769716969.8853695
maturin,https://pypi.org/simple/maturin/,333623,6621882,1659634,1769687438.5340562
azure-mgmt-signalr,https://pypi.org/simple/azure-mgmt-signalr/,263518,6620086,1609734,1769613015.597863
cairocffi,https://pypi.org/simple/cairocffi/,260087,6619751,1919997,1769618376.954374
waitress,https://pypi.org/simple/waitress/,255666,6619124,1648755,1769757724.1458247
alibabacloud-credentials,https://pypi.org/simple/alibabacloud-credentials/,191944,6615498,917131,1769607501.0886056
pytest-unordered,https://pypi.org/simple/pytest-unordered/,154489,6612863,909702,1769722501.241268
prometheus-fastapi-instrumentator,https://pypi.org/simple/prometheus-fastapi-instrumentator/,315148,6610911,1767122,1769713232.19901
django-storages,https://pypi.org/simple/django-storages/,349754,6606020,1801383,1769634473.250804
azure-mgmt-media,https://pypi.org/simple/azure-mgmt-media/,266051,6605343,1614051,1769613006.4614904
azure-mgmt-datamigration,https://pypi.org/simple/azure-mgmt-datamigration/,265872,6600980,1613272,1769612962.376122
azure-mgmt-maps,https://pypi.org/simple/azure-mgmt-maps/,265943,6596668,1612142,1769613005.9987996
azure-mgmt-iotcentral,https://pypi.org/simple/azure-mgmt-iotcentral/,265593,6590420,1610811,1769612974.4626007
chevron,https://pypi.org/simple/chevron/,329829,6585664,1773888,1769620831.0568433
azure-mgmt-datalake-nspkg,https://pypi.org/simple/azure-mgmt-datalake-nspkg/,149927,6562883,933003,1769612962.1484954
w3lib,https://pypi.org/simple/w3lib/,209703,6552949,1408321,1769757517.0712435
backports-datetime-fromisoformat,https://pypi.org/simple/backports-datetime-fromisoformat/,268220,6544951,1709943,1769613263.255778
apprise,https://pypi.org/simple/apprise/,195340,6527445,1219924,1769609655.7264273
azure-kusto-ingest,https://pypi.org/simple/azure-kusto-ingest/,247417,6522124,1564380,1769612954.795151
llama-index,https://pypi.org/simple/llama-index/,301450,6516106,1664401,1769684075.0952804
cuda-bindings,https://pypi.org/simple/cuda-bindings/,770254,6513725,4597587,1769626678.407747
imageio-ffmpeg,https://pypi.org/simple/imageio-ffmpeg/,273290,6502475,1735395,1769655695.3159983
tensorflow-io-gcs-filesystem,https://pypi.org/simple/tensorflow-io-gcs-filesystem/,241946,6501576,1540859,1769747141.5590405
icdiff,https://pypi.org/simple/icdiff/,178877,6490512,1020936,1769654870.4438045
clickhouse-driver,https://pypi.org/simple/clickhouse-driver/,298506,6487426,1646954,1769621923.1683786
python-decouple,https://pypi.org/simple/python-decouple/,291040,6471392,1713003,1769722883.1373801
starkbank-ecdsa,https://pypi.org/simple/starkbank-ecdsa/,212489,6455922,1330797,1769742413.3543577
mypy-boto3-ec2,https://pypi.org/simple/mypy-boto3-ec2/,367784,6426915,1943536,1769694236.2220466
google-cloud-alloydb,https://pypi.org/simple/google-cloud-alloydb/,161044,6368562,1010528,1769649781.4410603
