name,url,last_day,last_month,last_week,updated_at
django-anymail,https://pypi.org/simple/django-anymail/,75402,1449458,388986,1769632018.7897651
types-networkx,https://pypi.org/simple/types-networkx/,90656,1448129,527687,1769753367.4134367
tonyg-rfc3339,https://pypi.org/simple/tonyg-rfc3339/,80462,1444313,480491,1769750245.4124796
uhashring,https://pypi.org/simple/uhashring/,83725,1443684,502293,1769753776.414396
pylint-django,https://pypi.org/simple/pylint-django/,70376,1442005,372872,1769719497.9341185
autocommand,https://pypi.org/simple/autocommand/,62587,1440457,370778,1769611854.3400328
pyannote-core,https://pypi.org/simple/pyannote-core/,64292,1439647,352661,1769716209.611575
rembg,https://pypi.org/simple/rembg/,50863,1438765,360409,1769769904.2074366
daft,https://pypi.org/simple/daft/,33220,1436115,584701,1769627523.5863233
flufl.lock,https://pypi.org/simple/flufl-lock/,63754,1435617,388864,1769645124.1194618
hdijupyterutils,https://pypi.org/simple/hdijupyterutils/,56237,1435043,386794,1769652223.3091712
onecache,https://pypi.org/simple/onecache/,162898,1435032,556920,1769704161.6785624
sphinx-tabs,https://pypi.org/simple/sphinx-tabs/,58039,1434065,341293,1769740756.3438466
opentelemetry-instrumentation-psycopg,https://pypi.org/simple/opentelemetry-instrumentation-psycopg/,79627,1433881,400321,1769705243.2870634
mypy-boto3-emr-serverless,https://pypi.org/simple/mypy-boto3-emr-serverless/,86593,1432935,442264,1769694238.7069764
dtw-python,https://pypi.org/simple/dtw-python/,35922,1432842,823539,1769637098.499272
httpx-retries,https://pypi.org/simple/httpx-retries/,70704,1432310,402343,1769654056.3408968
types-aiobotocore-rds,https://pypi.org/simple/types-aiobotocore-rds/,88123,1430682,533121,1769753194.81283
torchcodec,https://pypi.org/simple/torchcodec/,58453,1429206,386017,1769770644.1299012
mypy-boto3-autoscaling,https://pypi.org/simple/mypy-boto3-autoscaling/,93343,1427433,454887,1769694194.3257709
mypy-boto3-application-autoscaling,https://pypi.org/simple/mypy-boto3-application-autoscaling/,96632,1424758,495880,1769694193.2193973
frida,https://pypi.org/simple/frida/,69847,1422429,382037,1769646151.4013596
opentelemetry-instrumentation-pika,https://pypi.org/simple/opentelemetry-instrumentation-pika/,86468,1421674,423290,1769705243.0945442
autovizwidget,https://pypi.org/simple/autovizwidget/,69016,1419714,388732,1769612167.9478714
datadog_lambda,https://pypi.org/simple/datadog-lambda/,80109,1419329,399167,1769628376.025838
pydantic-xml,https://pypi.org/simple/pydantic-xml/,80898,1418782,429319,1769717534.9270115
mmcif,https://pypi.org/simple/mmcif/,7387,1418645,752964,1769691126.072835
opentelemetry-instrumentation-tortoiseorm,https://pypi.org/simple/opentelemetry-instrumentation-tortoiseorm/,77881,1418485,431762,1769705246.150399
azure-servicefabric,https://pypi.org/simple/azure-servicefabric/,53785,1417874,341219,1769613024.40092
icecream,https://pypi.org/simple/icecream/,63581,1417782,366100,1769654876.2395203
textwrap3,https://pypi.org/simple/textwrap3/,50514,1416840,319629,1769748244.849559
django-formtools,https://pypi.org/simple/django-formtools/,83162,1416466,396276,1769632912.8238866
torchao,https://pypi.org/simple/torchao/,48776,1416306,305118,1769750634.890431
dominate,https://pypi.org/simple/dominate/,61422,1415080,371302,1769636020.2798977
pymongo-auth-aws,https://pypi.org/simple/pymongo-auth-aws/,69864,1413748,394126,1769719879.034011
smartsheet-python-sdk,https://pypi.org/simple/smartsheet-python-sdk/,54528,1413261,341869,1769738762.527304
shiboken6,https://pypi.org/simple/shiboken6/,61914,1411666,372758,1769736186.551534
pandas_market_calendars,https://pypi.org/simple/pandas-market-calendars/,65879,1410004,374742,1769707301.7055242
kagglehub,https://pypi.org/simple/kagglehub/,83780,1409698,470654,1769660155.7736783
opentelemetry-instrumentation-mcp,https://pypi.org/simple/opentelemetry-instrumentation-mcp/,75780,1408079,385527,1769705242.581807
adbc-driver-manager,https://pypi.org/simple/adbc-driver-manager/,64952,1407442,354991,1769605169.760331
outlines,https://pypi.org/simple/outlines/,49089,1406233,374535,1769706416.4743438
apache-airflow-providers-apache-kafka,https://pypi.org/simple/apache-airflow-providers-apache-kafka/,47152,1405938,318516,1769609163.9476635
numpy-typing-compat,https://pypi.org/simple/numpy-typing-compat/,70411,1405334,394740,1769698673.1657772
bump2version,https://pypi.org/simple/bump2version/,65102,1402632,346033,1769617598.8558242
types-chardet,https://pypi.org/simple/types-chardet/,94411,1402453,536183,1769753333.084762
docling-parse,https://pypi.org/simple/docling-parse/,62502,1402438,353660,1769678372.9791536
pysmi,https://pypi.org/simple/pysmi/,57698,1401382,385815,1769721719.659457
firecrawl-py,https://pypi.org/simple/firecrawl-py/,74438,1401096,400273,1769644044.5168433
apache-airflow-providers-celery,https://pypi.org/simple/apache-airflow-providers-celery/,66632,1401057,355824,1769609164.6583552
amazon-textract-caller,https://pypi.org/simple/amazon-textract-caller/,57619,1399074,348409,1769608175.6956122
opencc-python-reimplemented,https://pypi.org/simple/opencc-python-reimplemented/,47498,1398465,329754,1769704723.4871218
types-aiobotocore-cloudformation,https://pypi.org/simple/types-aiobotocore-cloudformation/,86018,1398059,522725,1769753131.5953295
libsass,https://pypi.org/simple/libsass/,69438,1398030,366893,1769683127.1146667
lazy-model,https://pypi.org/simple/lazy-model/,55075,1397626,307184,1769682104.700955
asgi-correlation-id,https://pypi.org/simple/asgi-correlation-id/,79943,1397374,392999,1769610581.1875737
ydata-profiling,https://pypi.org/simple/ydata-profiling/,48417,1396131,345839,1769762419.1629708
tables,https://pypi.org/simple/tables/,64185,1395087,342481,1769745582.032861
click-help-colors,https://pypi.org/simple/click-help-colors/,65363,1393800,353560,1769621891.9271965
josepy,https://pypi.org/simple/josepy/,64048,1393072,362240,1769658976.573027
numpydoc,https://pypi.org/simple/numpydoc/,65708,1392708,347167,1769698674.9153883
plux,https://pypi.org/simple/plux/,99536,1392217,460080,1769711108.748281
pyspiral,https://pypi.org/simple/pyspiral/,131,1392129,134882,1769721840.2005901
mypy-boto3-ce,https://pypi.org/simple/mypy-boto3-ce/,85435,1388621,421420,1769694196.9668489
pygerduty,https://pypi.org/simple/pygerduty/,83173,1387798,420208,1769718596.1725717
easygui,https://pypi.org/simple/easygui/,70727,1386513,350144,1769637950.2108622
django-countries,https://pypi.org/simple/django-countries/,70992,1385969,366446,1769632432.0349777
pyexcel-xls,https://pypi.org/simple/pyexcel-xls/,55214,1385210,361560,1769718132.5863626
semchunk,https://pypi.org/simple/semchunk/,61446,1384659,347663,1769735036.9496367
backports.functools-lru-cache,https://pypi.org/simple/backports-functools-lru-cache/,53729,1384146,353025,1769613265.3997808
azure-mgmt,https://pypi.org/simple/azure-mgmt/,51850,1384066,328003,1769612956.5781994
pagefind-bin,https://pypi.org/simple/pagefind-bin/,31730,1383742,191479,1769707045.0498242
dvc,https://pypi.org/simple/dvc/,61460,1383579,389397,1769637355.1642818
mypy-boto3-bedrock-agent-runtime,https://pypi.org/simple/mypy-boto3-bedrock-agent-runtime/,91344,1383511,450158,1769694195.7902596
yappi,https://pypi.org/simple/yappi/,75383,1383471,390567,1769762245.4332476
uncertainties,https://pypi.org/simple/uncertainties/,60445,1383194,369690,1769754033.1551244
apache-airflow-providers-datadog,https://pypi.org/simple/apache-airflow-providers-datadog/,64936,1382061,356764,1769609165.2388422
azure-mgmt-commerce,https://pypi.org/simple/azure-mgmt-commerce/,51769,1381466,328059,1769612959.8489747
djangorestframework-csv,https://pypi.org/simple/djangorestframework-csv/,80467,1381406,399255,1769635086.8663366
fastapi-mail,https://pypi.org/simple/fastapi-mail/,120318,1379958,444141,1769642425.0911906
stone,https://pypi.org/simple/stone/,60241,1378981,373271,1769743067.1483612
fabric-analytics-notebook-plugin,https://pypi.org/simple/fabric-analytics-notebook-plugin/,48513,1377842,358001,1769641722.096362
cmd2,https://pypi.org/simple/cmd2/,63826,1377628,331404,1769622520.5377798
paddleocr,https://pypi.org/simple/paddleocr/,57183,1377352,321736,1769706999.4442575
capstone,https://pypi.org/simple/capstone/,62548,1376589,343879,1769618810.3177123
azure-mgmt-scheduler,https://pypi.org/simple/azure-mgmt-scheduler/,51554,1375525,325966,1769613014.65186
simple-pid,https://pypi.org/simple/simple-pid/,82095,1375506,487831,1769737216.4158618
types-ipaddress,https://pypi.org/simple/types-ipaddress/,85804,1375386,517681,1769753362.3045812
jieba,https://pypi.org/simple/jieba/,49071,1375330,349733,1769658552.1455803
azure-mgmt-powerbiembedded,https://pypi.org/simple/azure-mgmt-powerbiembedded/,51355,1373666,325581,1769613011.6579342
azureml-core,https://pypi.org/simple/azureml-core/,75163,1373035,424885,1769613074.0979338
pywebpush,https://pypi.org/simple/pywebpush/,106889,1372970,470675,1769724577.568789
random-user-agent,https://pypi.org/simple/random-user-agent/,9236,1372780,84235,1769726714.6430786
mypy-boto3-cloudfront,https://pypi.org/simple/mypy-boto3-cloudfront/,92163,1370067,449051,1769694224.421676
azure-mgmt-hanaonazure,https://pypi.org/simple/azure-mgmt-hanaonazure/,51217,1369787,324484,1769612968.1224422
azure-mgmt-machinelearningcompute,https://pypi.org/simple/azure-mgmt-machinelearningcompute/,51235,1369733,324488,1769612999.7823842
azure-mgmt-managementpartner,https://pypi.org/simple/azure-mgmt-managementpartner/,51210,1369676,324444,1769613005.8949606
camel-converter,https://pypi.org/simple/camel-converter/,61649,1368672,332153,1769618610.2157197
pyroscope-io,https://pypi.org/simple/pyroscope-io/,69558,1365403,422960,1769721341.8569725
libtpu,https://pypi.org/simple/libtpu/,54262,1362948,402846,1769683145.2888432
flask-oidc,https://pypi.org/simple/flask-oidc/,56881,1361022,378138,1769644589.2470467
azure-servicemanagement-legacy,https://pypi.org/simple/azure-servicemanagement-legacy/,50948,1360207,321773,1769613024.4694302
azure-mgmt-devspaces,https://pypi.org/simple/azure-mgmt-devspaces/,47124,1359934,322922,1769676024.5470617
mypy-boto3-resourcegroupstaggingapi,https://pypi.org/simple/mypy-boto3-resourcegroupstaggingapi/,87818,1359059,430898,1769694267.0141945
easyocr,https://pypi.org/simple/easyocr/,60424,1358363,349057,1769637964.2255807
opentelemetry-instrumentation-groq,https://pypi.org/simple/opentelemetry-instrumentation-groq/,71360,1358311,329035,1769705241.7325058
tracerite,https://pypi.org/simple/tracerite/,71050,1358219,397709,1769751122.5947797
nvidia-cudnn-frontend,https://pypi.org/simple/nvidia-cudnn-frontend/,59263,1357547,377519,1769698815.2556734
mypy-boto3-organizations,https://pypi.org/simple/mypy-boto3-organizations/,88159,1356176,432281,1769694253.6140697
keystoneauth1,https://pypi.org/simple/keystoneauth1/,61586,1352826,356966,1769660853.2695403
pip-licenses,https://pypi.org/simple/pip-licenses/,67597,1352406,365567,1769710093.6318498
dict2xml,https://pypi.org/simple/dict2xml/,50971,1351979,269818,1769677901.099831
pagefind,https://pypi.org/simple/pagefind/,31824,1351833,191960,1769707044.985359
iopath,https://pypi.org/simple/iopath/,54437,1351821,327684,1769657088.1126463
aws-sam-cli,https://pypi.org/simple/aws-sam-cli/,81498,1348646,396646,1769612558.799638
azure-applicationinsights,https://pypi.org/simple/azure-applicationinsights/,50481,1347743,319036,1769612892.6252754
pyannote-metrics,https://pypi.org/simple/pyannote-metrics/,61679,1347031,339207,1769716211.258756
mypy-boto3-firehose,https://pypi.org/simple/mypy-boto3-firehose/,87635,1346934,426702,1769694239.4852135
textdistance,https://pypi.org/simple/textdistance/,59308,1346390,346099,1769748121.8969674
mypy-boto3-quicksight,https://pypi.org/simple/mypy-boto3-quicksight/,77682,1345989,412932,1769768819.3632116
idf-component-manager,https://pypi.org/simple/idf-component-manager/,31358,1344586,345137,1769655050.543179
pymongocrypt,https://pypi.org/simple/pymongocrypt/,51041,1343807,324492,1769719881.4454925
envoy_data_plane,https://pypi.org/simple/envoy-data-plane/,249283,1343738,1203174,1769639755.5676386
dagster-slack,https://pypi.org/simple/dagster-slack/,80320,1342556,376609,1769627579.238448
xattr,https://pypi.org/simple/xattr/,63177,1340715,369814,1769760884.0624855
pyspark-hnsw,https://pypi.org/simple/pyspark-hnsw/,46634,1340420,318328,1769721797.3731003
b2luigi,https://pypi.org/simple/b2luigi/,29902,1338107,210495,1769676026.0374286
mypy-boto3-opensearch,https://pypi.org/simple/mypy-boto3-opensearch/,87237,1337942,420107,1769694253.1947954
compressed-rtf,https://pypi.org/simple/compressed-rtf/,71843,1336404,366110,1769624163.8025618
mmhash3,https://pypi.org/simple/mmhash3/,22249,1336250,124446,1769691166.842232
magic-filter,https://pypi.org/simple/magic-filter/,64290,1335374,438065,1769686208.0903587
apache-airflow-providers-mongo,https://pypi.org/simple/apache-airflow-providers-mongo/,47924,1335314,292492,1769609168.2029853
ansiwrap,https://pypi.org/simple/ansiwrap/,47586,1333884,297878,1769608793.8377843
python-calamine,https://pypi.org/simple/python-calamine/,70256,1333438,370557,1769722779.7677438
scikit-base,https://pypi.org/simple/scikit-base/,59835,1333207,373424,1769733557.2633893
webvtt-py,https://pypi.org/simple/webvtt-py/,71885,1333100,390341,1769758570.643662
pyxdg,https://pypi.org/simple/pyxdg/,53303,1332601,456870,1769724708.3542368
docling-ibm-models,https://pypi.org/simple/docling-ibm-models/,64573,1331993,348091,1769635765.9956744
hdbscan,https://pypi.org/simple/hdbscan/,54894,1329525,321771,1769652216.229324
types-docker,https://pypi.org/simple/types-docker/,83766,1329460,517576,1769753346.8643718
vastdb,https://pypi.org/simple/vastdb/,104557,1329153,391816,1769755564.9801066
throttled-py,https://pypi.org/simple/throttled-py/,91537,1328484,490953,1769748889.9235675
mypy-boto3-bedrock-agent,https://pypi.org/simple/mypy-boto3-bedrock-agent/,85879,1327403,421989,1769694195.783672
html5tagger,https://pypi.org/simple/html5tagger/,77834,1325736,409433,1769653881.540239
isal,https://pypi.org/simple/isal/,68437,1325211,366384,1769657562.5109668
deep-translator,https://pypi.org/simple/deep-translator/,67253,1323798,443404,1769629667.8131404
pyvmomi,https://pypi.org/simple/pyvmomi/,50763,1323692,301224,1769769775.8911548
opentelemetry-instrumentation-tornado,https://pypi.org/simple/opentelemetry-instrumentation-tornado/,74841,1322310,407305,1769705245.9985147
pytube,https://pypi.org/simple/pytube/,62068,1322232,341896,1769724218.0018842
mypy-boto3-cloudtrail,https://pypi.org/simple/mypy-boto3-cloudtrail/,82464,1320382,407586,1769694227.5174022
pylibsrtp,https://pypi.org/simple/pylibsrtp/,77873,1320242,397629,1769719449.561154
update-checker,https://pypi.org/simple/update-checker/,51547,1320198,324146,1769754577.10736
plantuml-markdown,https://pypi.org/simple/plantuml-markdown/,81420,1320150,423015,1769710633.313617
pytest-celery,https://pypi.org/simple/pytest-celery/,75379,1319513,401057,1769722189.4723935
y-py,https://pypi.org/simple/y-py/,54272,1319245,321565,1769761925.1930366
sqlalchemy-trino,https://pypi.org/simple/sqlalchemy-trino/,27295,1318474,350015,1769741540.0412798
mypy-boto3-connect,https://pypi.org/simple/mypy-boto3-connect/,90969,1317971,441076,1769694231.4866714
shyaml,https://pypi.org/simple/shyaml/,60422,1317220,358871,1769736575.9487505
visions,https://pypi.org/simple/visions/,40335,1316438,294304,1769756663.3662882
polyline,https://pypi.org/simple/polyline/,62217,1316393,342471,1769711679.6348684
langchain-groq,https://pypi.org/simple/langchain-groq/,54235,1313656,325749,1769681612.2619536
blockbuster,https://pypi.org/simple/blockbuster/,72107,1313109,370782,1769615714.066805
testtools,https://pypi.org/simple/testtools/,41339,1312663,240937,1769747935.7701852
z3-solver,https://pypi.org/simple/z3-solver/,55669,1312288,343792,1769763156.8733966
mypy-boto3-efs,https://pypi.org/simple/mypy-boto3-efs/,83842,1311330,412470,1769694237.4981205
semantic-link-sempy,https://pypi.org/simple/semantic-link-sempy/,47735,1309273,342949,1769735027.5394056
pyudev,https://pypi.org/simple/pyudev/,49008,1308739,313452,1769724275.0685894
beanie,https://pypi.org/simple/beanie/,53025,1307305,287456,1769614178.6246428
redlock-py,https://pypi.org/simple/redlock-py/,150741,1304092,508069,1769728054.6380959
jaraco.text,https://pypi.org/simple/jaraco-text/,57600,1303713,331375,1769658148.6133742
mypy-boto3-sso,https://pypi.org/simple/mypy-boto3-sso/,82198,1303290,405510,1769694291.3131418
mypy-boto3-elasticache,https://pypi.org/simple/mypy-boto3-elasticache/,85421,1303132,410446,1769694238.1379817
django-picklefield,https://pypi.org/simple/django-picklefield/,73299,1303011,354670,1769633818.800058
crowdstrike-falconpy,https://pypi.org/simple/crowdstrike-falconpy/,85605,1302246,414018,1769625967.8707843
tentaclio,https://pypi.org/simple/tentaclio/,45250,1301439,314898,1769747191.9215965
aiortc,https://pypi.org/simple/aiortc/,67976,1299320,393077,1769606686.964533
exchangelib,https://pypi.org/simple/exchangelib/,57023,1298889,332085,1769641166.60973
pydantic-yaml,https://pypi.org/simple/pydantic-yaml/,77547,1298753,381320,1769717535.2371502
tentaclio-s3,https://pypi.org/simple/tentaclio-s3/,44957,1298136,313947,1769747195.8158011
http-message-signatures,https://pypi.org/simple/http-message-signatures/,134804,1298120,471366,1769653955.9125245
mypy-boto3-sesv2,https://pypi.org/simple/mypy-boto3-sesv2/,85884,1298017,415316,1769694286.7014828
django-polymorphic,https://pypi.org/simple/django-polymorphic/,70738,1295971,377956,1769633852.7461567
rfc3339,https://pypi.org/simple/rfc3339/,70974,1295613,380832,1769729529.5252564
mypy-boto3-pricing,https://pypi.org/simple/mypy-boto3-pricing/,82165,1294134,401811,1769694257.0630324
mypy-boto3-guardduty,https://pypi.org/simple/mypy-boto3-guardduty/,86310,1293110,418615,1769694241.2412157
mypy-boto3-acm,https://pypi.org/simple/mypy-boto3-acm/,81789,1290925,398194,1769694192.3751068
amazon-textract-textractor,https://pypi.org/simple/amazon-textract-textractor/,51993,1290018,317970,1769608176.375028
backports.weakref,https://pypi.org/simple/backports-weakref/,64189,1287575,376331,1769613267.1071584
mypy-boto3-bedrock-agentcore,https://pypi.org/simple/mypy-boto3-bedrock-agentcore/,74146,1286644,399165,1769768815.2714617
mypy-boto3-config,https://pypi.org/simple/mypy-boto3-config/,81878,1286469,393554,1769694231.2118177
schemathesis,https://pypi.org/simple/schemathesis/,54853,1285888,305324,1769733434.9178874
mypy-boto3-sagemaker-runtime,https://pypi.org/simple/mypy-boto3-sagemaker-runtime/,85739,1285547,412886,1769694271.207784
python-baseconv,https://pypi.org/simple/python-baseconv/,157573,1284880,492165,1769722725.2567437
mypy-boto3-s3tables,https://pypi.org/simple/mypy-boto3-s3tables/,82718,1284869,399814,1769694269.923837
aws-cdk.asset-kubectl-v20,https://pypi.org/simple/aws-cdk-asset-kubectl-v20/,66982,1284685,324510,1769612390.6569824
pretty-html-table,https://pypi.org/simple/pretty-html-table/,46249,1284619,310744,1769712606.3772447
mypy-boto3-iot,https://pypi.org/simple/mypy-boto3-iot/,86399,1284606,412055,1769694241.8452177
fabric-analytics-sdk,https://pypi.org/simple/fabric-analytics-sdk/,48154,1283964,338733,1769641722.193709
livekit-plugins-silero,https://pypi.org/simple/livekit-plugins-silero/,64786,1282285,350720,1769683970.4600122
aws-msk-iam-sasl-signer-python,https://pypi.org/simple/aws-msk-iam-sasl-signer-python/,60206,1281158,336510,1769612518.60506
open3d,https://pypi.org/simple/open3d/,60737,1280903,315009,1769704493.8910165
path,https://pypi.org/simple/path/,51536,1280289,284900,1769708005.1813471
nacos-sdk-python,https://pypi.org/simple/nacos-sdk-python/,82057,1280204,419642,1769694538.3231857
banal,https://pypi.org/simple/banal/,65874,1279873,344544,1769613509.488242
mkdocs-literate-nav,https://pypi.org/simple/mkdocs-literate-nav/,60585,1279837,381194,1769690624.265447
aiosonic,https://pypi.org/simple/aiosonic/,141685,1279482,471412,1769606695.5846555
pytest-factoryboy,https://pypi.org/simple/pytest-factoryboy/,74354,1278590,382706,1769722259.7530625
polling2,https://pypi.org/simple/polling2/,55849,1278331,335344,1769711616.583432
django-axes,https://pypi.org/simple/django-axes/,76079,1277618,354608,1769632117.8986728
delocate,https://pypi.org/simple/delocate/,25849,1276726,183201,1769630001.1561038
mypy-boto3-s3control,https://pypi.org/simple/mypy-boto3-s3control/,86557,1276097,411732,1769694269.6296263
apache-airflow-providers-pagerduty,https://pypi.org/simple/apache-airflow-providers-pagerduty/,47928,1275218,292048,1769609169.2075453
oslo.utils,https://pypi.org/simple/oslo-utils/,53192,1274380,323568,1769706123.8002937
mypy-boto3-bedrock-agentcore-control,https://pypi.org/simple/mypy-boto3-bedrock-agentcore-control/,87302,1273911,422072,1769694196.0235994
mypy-boto3-imagebuilder,https://pypi.org/simple/mypy-boto3-imagebuilder/,86145,1273424,416895,1769694241.483387
model-hosting-container-standards,https://pypi.org/simple/model-hosting-container-standards/,54852,1273024,368719,1769691412.756572
django-compressor,https://pypi.org/simple/django-compressor/,62572,1272477,329954,1769632406.1188571
databricks-dlt,https://pypi.org/simple/databricks-dlt/,50817,1271574,308789,1769628203.886158
dotmap,https://pypi.org/simple/dotmap/,64195,1270659,346737,1769636198.371296
sagemaker-serve,https://pypi.org/simple/sagemaker-serve/,47460,1268643,344971,1769732220.1598594
oletools,https://pypi.org/simple/oletools/,58720,1268549,324118,1769703836.8861845
mypy-boto3-transfer,https://pypi.org/simple/mypy-boto3-transfer/,82424,1268234,400959,1769694294.908155
vector-quantize-pytorch,https://pypi.org/simple/vector-quantize-pytorch/,47503,1267746,339305,1769755772.3688486
setuptools-git-versioning,https://pypi.org/simple/setuptools-git-versioning/,51792,1266102,349731,1769735695.1404383
roboflow,https://pypi.org/simple/roboflow/,46061,1266094,289096,1769730263.944334
miscreant,https://pypi.org/simple/miscreant/,41883,1263659,294649,1769690366.24034
mypy-boto3-dms,https://pypi.org/simple/mypy-boto3-dms/,82588,1263296,402860,1769694234.510267
backports.tempfile,https://pypi.org/simple/backports-tempfile/,63504,1262898,371434,1769613266.7130942
evidently,https://pypi.org/simple/evidently/,50004,1262081,326729,1769640695.519627
mypy-boto3-identitystore,https://pypi.org/simple/mypy-boto3-identitystore/,80708,1260543,395483,1769694241.4731405
mypy-boto3-redshift,https://pypi.org/simple/mypy-boto3-redshift/,81667,1260300,399074,1769694260.9200797
celery-redbeat,https://pypi.org/simple/celery-redbeat/,76358,1260207,367831,1769619706.9681454
skl2onnx,https://pypi.org/simple/skl2onnx/,53417,1260022,312099,1769738043.4970946
pytest-docker,https://pypi.org/simple/pytest-docker/,50341,1259490,318677,1769722230.369614
pcodedmp,https://pypi.org/simple/pcodedmp/,58268,1259235,321175,1769708312.0527964
mypy-boto3-sso-admin,https://pypi.org/simple/mypy-boto3-sso-admin/,81200,1258832,397435,1769694291.5447307
sagemaker-train,https://pypi.org/simple/sagemaker-train/,46120,1258340,340101,1769732226.628329
jsonschema-spec,https://pypi.org/simple/jsonschema-spec/,62596,1258336,326345,1769659399.8779426
flatdict,https://pypi.org/simple/flatdict/,60897,1258166,321197,1769644747.4906754
sagemaker-mlops,https://pypi.org/simple/sagemaker-mlops/,46144,1258064,339926,1769732210.6772056
mypy-boto3-ram,https://pypi.org/simple/mypy-boto3-ram/,84325,1257545,407064,1769694259.2327178
azure-ai-formrecognizer,https://pypi.org/simple/azure-ai-formrecognizer/,58485,1257445,324395,1769612890.280375
apache-airflow-providers-jdbc,https://pypi.org/simple/apache-airflow-providers-jdbc/,44000,1257365,295345,1769609167.2700458
model-bakery,https://pypi.org/simple/model-bakery/,59318,1252756,336955,1769691410.4100292
aioice,https://pypi.org/simple/aioice/,65249,1252191,377214,1769606571.6446593
pytest-profiling,https://pypi.org/simple/pytest-profiling/,65233,1251794,351270,1769722391.3825614
mkdocs-techdocs-core,https://pypi.org/simple/mkdocs-techdocs-core/,78526,1251743,406685,1769690679.13449
nebius,https://pypi.org/simple/nebius/,48703,1249374,317428,1769695407.6723387
mypy-boto3-securityhub,https://pypi.org/simple/mypy-boto3-securityhub/,81247,1249048,393932,1769694277.7149389
mypy-boto3-workspaces,https://pypi.org/simple/mypy-boto3-workspaces/,79669,1248409,390527,1769694299.5443954
langchain-huggingface,https://pypi.org/simple/langchain-huggingface/,59072,1248070,334205,1769681614.2695153
mypy-boto3-timestream-query,https://pypi.org/simple/mypy-boto3-timestream-query/,79341,1247989,388818,1769694294.3444638
mypy-boto3-datazone,https://pypi.org/simple/mypy-boto3-datazone/,84379,1247930,408797,1769694233.4062808
mypy-boto3-service-quotas,https://pypi.org/simple/mypy-boto3-service-quotas/,83406,1246134,401406,1769694283.5318887
mypy-boto3-medialive,https://pypi.org/simple/mypy-boto3-medialive/,84350,1245595,408547,1769694249.7096844
mypy-boto3-mediaconvert,https://pypi.org/simple/mypy-boto3-mediaconvert/,83163,1244994,403501,1769694249.6813586
marshmallow-jsonschema,https://pypi.org/simple/marshmallow-jsonschema/,64938,1244582,354863,1769686993.3173268
mypy-boto3-appsync,https://pypi.org/simple/mypy-boto3-appsync/,71705,1243259,383192,1769768815.22623
mrcfile,https://pypi.org/simple/mrcfile/,20229,1242203,99749,1769692613.718754
cvss,https://pypi.org/simple/cvss/,65643,1242190,351824,1769627112.5111096
tableauhyperapi,https://pypi.org/simple/tableauhyperapi/,41299,1242001,289336,1769745549.1776173
ascii-magic,https://pypi.org/simple/ascii-magic/,132235,1241544,451405,1769610517.234925
ipython-sql,https://pypi.org/simple/ipython-sql/,15294,1240628,341451,1769657359.84419
mypy-boto3-backup,https://pypi.org/simple/mypy-boto3-backup/,81070,1239916,393650,1769694194.9068272
mypy-boto3-route53resolver,https://pypi.org/simple/mypy-boto3-route53resolver/,80695,1238900,388290,1769694269.173347
esp-idf-kconfig,https://pypi.org/simple/esp-idf-kconfig/,40329,1238831,368247,1769640215.6508255
pycld2,https://pypi.org/simple/pycld2/,97466,1238405,394770,1769716962.2393868
mypy-boto3-transcribe,https://pypi.org/simple/mypy-boto3-transcribe/,82103,1238018,393288,1769694294.8918815
mypy-boto3-sdb,https://pypi.org/simple/mypy-boto3-sdb/,75049,1237846,400839,1769768819.989103
mypy-boto3-ebs,https://pypi.org/simple/mypy-boto3-ebs/,82639,1237577,402581,1769694235.7813017
mypy-boto3-apigatewaymanagementapi,https://pypi.org/simple/mypy-boto3-apigatewaymanagementapi/,83826,1237495,405682,1769694192.8378756
onnxscript,https://pypi.org/simple/onnxscript/,66896,1237116,372604,1769704341.8670459
mda-xdrlib,https://pypi.org/simple/mda-xdrlib/,18786,1236878,96956,1769688265.803314
jsonmerge,https://pypi.org/simple/jsonmerge/,56395,1236791,324692,1769659344.1293423
whatthepatch,https://pypi.org/simple/whatthepatch/,35599,1236366,241302,1769758867.635907
mypy-boto3-cleanrooms,https://pypi.org/simple/mypy-boto3-cleanrooms/,81704,1234982,396333,1769694209.2548335
itypes,https://pypi.org/simple/itypes/,61440,1234718,323476,1769657900.7756703
esp-idf-size,https://pypi.org/simple/esp-idf-size/,36172,1234360,353796,1769640216.5850637
libtmux,https://pypi.org/simple/libtmux/,32244,1233651,229729,1769683144.431574
mypy-boto3-timestream-write,https://pypi.org/simple/mypy-boto3-timestream-write/,81768,1233520,398001,1769694294.5959823
supervision,https://pypi.org/simple/supervision/,34544,1233475,250465,1769744401.421118
signxml,https://pypi.org/simple/signxml/,50071,1233295,338163,1769736819.4566102
mypy-boto3-license-manager,https://pypi.org/simple/mypy-boto3-license-manager/,81886,1230892,396768,1769694246.5937839
mkdocs-git-revision-date-localized-plugin,https://pypi.org/simple/mkdocs-git-revision-date-localized-plugin/,66546,1230862,365140,1769690610.8263063
python-lsp-jsonrpc,https://pypi.org/simple/python-lsp-jsonrpc/,67197,1230398,350924,1769723159.442113
ddt,https://pypi.org/simple/ddt/,55108,1229173,307376,1769629399.7991772
mypy-boto3-qbusiness,https://pypi.org/simple/mypy-boto3-qbusiness/,83065,1229026,402376,1769694258.3775172
granian,https://pypi.org/simple/granian/,58220,1228870,311295,1769650434.1370535
